department,seniority,work_mode,tenure_months,salary_market_ratio,engagement_score,overtime_hours_month,manager_changes_24m,absences_last_12m,performance_score,years_since_promotion,attrition
finance,mid,remote,143,0.9109389639688277,0.7095221708296181,21.21687214487299,0,6,2.627726096639143,8.918778668316646,0
engineering,junior,remote,141,1.0100691194526612,0.651217281432159,21.32945523123125,0,3,4.457021676900944,10.91104303678935,0
sales,mid,onsite,66,1.0215743189596003,0.9187655687048764,8.688730829591496,1,4,3.2434518323864716,2.63120992761886,0
engineering,lead,remote,25,1.1279194762181302,0.9390037079276753,1.0404102409522893,0,4,3.8560947793240032,0.0,0
hr,mid,onsite,48,1.0642257998610116,0.4714942884105452,3.225523548636998,0,4,2.478002044858193,2.7170559696614998,0
operations,junior,hybrid,151,0.9408730925941938,0.6935356070949951,0.0,1,6,3.171326400872142,13.548507329276163,0
operations,mid,hybrid,107,1.0512460623423132,0.545879131551692,11.529863225716866,0,1,4.353443603272173,8.832547027277242,0
hr,lead,hybrid,12,0.9197954546668051,0.601334523018652,13.893796863583695,0,6,3.5069243214842065,0.0,0
sales,senior,remote,115,0.9720160929144279,0.783477554911595,3.714548734902973,0,2,3.2001657175814935,5.760912337893463,0
finance,mid,onsite,24,1.0692203525221042,0.5930211755816135,2.6271400311635102,1,6,3.853096723873855,1.9016238891947892,0
engineering,mid,onsite,49,0.9432048810217936,0.6987850913056051,13.855245094439915,1,9,3.652828494770808,4.679503097204523,0
operations,mid,hybrid,77,1.0042984519297755,0.8514544330559527,8.312408163262477,1,4,5.0,3.0530873173957604,0
sales,senior,hybrid,56,1.0941963153975518,0.9630323447591852,12.08363940216751,1,4,3.4327012830696706,2.96385506603339,0
finance,senior,hybrid,112,1.056824729110858,0.7177360289618909,10.694976359187702,0,3,3.9180306500908286,8.397840712710021,0
engineering,senior,onsite,25,1.1350207783822053,0.6835530814080277,16.238572166447188,0,6,3.2921348900823855,1.7639771849107242,0
sales,mid,onsite,140,1.2992672446929365,0.4385419681036306,8.912488844923793,0,3,2.609029562048627,11.357058636130974,0
engineering,junior,remote,95,1.0554391660035414,0.977159690822144,9.601302173306768,2,3,3.7374409687026766,4.551191799781368,1
sales,mid,onsite,49,0.8808061172892867,0.7591402135656298,0.0,1,4,2.2269454988454305,1.9841656770957425,0
sales,junior,onsite,153,1.02677345717297,0.6872450248973385,13.547006923465302,1,1,4.189262187918739,13.10078024154618,0
operations,junior,hybrid,77,1.0203227624735625,0.6770098444393389,14.798226401578699,0,3,2.346647009306909,5.459156948855542,0
engineering,mid,remote,67,1.0420266040265571,0.732130694711051,12.400704953802284,0,4,2.69164213211429,1.8842078462075778,0
finance,mid,onsite,4,1.1742524370856058,0.8143580979761467,31.20650636457658,0,7,2.6248737822158743,0.0,0
engineering,senior,hybrid,159,0.697383273652399,0.8391101060261187,15.465008321225627,0,1,3.896720160890275,13.126369069989154,1
operations,senior,hybrid,135,1.1770756986994602,0.9821603791613212,12.591706088687133,1,3,2.504304927039928,10.229656865079056,1
engineering,senior,onsite,29,1.227562530208717,0.7085377017025233,18.49230471973914,0,1,3.807528251572617,0.7480958436080689,0
operations,senior,hybrid,151,1.035210599490532,1.0,33.015771839009545,0,6,2.861041142301237,9.64397750411362,0
operations,senior,onsite,127,1.03882026218347,0.8715446558965123,16.274507395483173,0,5,3.306367366713788,8.90155139011216,0
engineering,junior,hybrid,67,0.9137532789110752,0.6479737237661052,0.0,0,2,2.9706351195122163,2.1306080013010424,0
finance,mid,hybrid,148,0.9509485984725057,0.32652525431133494,17.888526967770805,0,6,5.0,10.218304305508221,0
engineering,junior,onsite,89,1.0546928238722229,0.6771124528593966,6.086881162580629,0,3,2.068881336450797,8.366531894321467,0
sales,junior,hybrid,110,1.0450328589155486,0.9716955609780644,0.0,0,4,3.791669661705449,6.724849512474313,0
operations,junior,hybrid,30,1.058106459500508,0.5049473739735579,29.278051223724397,1,3,3.3923311052879392,0.9188975886357762,0
hr,senior,hybrid,18,1.0440002857404924,0.6764925294925105,27.333018502955476,1,3,2.7762208806913393,0.3066971820746369,0
sales,senior,remote,84,1.0847584961213554,0.6930437818643552,5.853402311808905,0,4,3.715836142651553,4.726787936172455,0
engineering,lead,hybrid,52,1.0679973004978471,0.8484253183662401,5.91231992990804,1,3,2.6316511287018476,2.8317879318717454,0
finance,lead,hybrid,157,0.7963477002109802,0.5824376904433406,15.441504907217737,0,4,2.5410378015690216,11.04186264866235,0
operations,senior,onsite,14,1.074840206526182,0.4861232503089421,6.033390423861576,0,8,2.4827483346008603,0.0,0
finance,junior,onsite,122,1.228787992462434,0.774000430244747,12.784337207098757,0,5,3.4659118021865276,9.042276091631154,0
engineering,senior,hybrid,96,0.9460059872066896,0.5113225961924796,7.581361796293668,1,6,2.9203558284337205,4.871364811257125,0
operations,senior,remote,140,1.1749219921973715,0.2928989295715779,10.39637917298651,0,3,2.706527006099148,9.729657312691941,0
engineering,senior,hybrid,159,0.8124057050132613,1.0,1.3608032418837093,1,2,3.674398161113356,10.95855297374362,0
finance,junior,remote,139,0.9455356070584346,0.8454061324275105,21.442084947089157,1,2,4.262636041648137,10.476619676654192,0
engineering,junior,onsite,60,0.8538262772285212,1.0,24.834101356398413,1,5,2.264944449850191,1.9230513636619886,0
operations,senior,hybrid,111,1.1568831878635697,0.8348025506031072,13.09816409743904,0,4,3.664734217267407,7.2029441608894205,0
engineering,junior,onsite,26,1.1960714831613277,0.7960729843384905,13.673817465133284,1,9,3.8190117614488335,0.772057864745616,0
operations,mid,hybrid,78,0.9351205819868657,0.7339071266840715,19.662413167712604,2,2,4.41897512564227,3.180053985254413,0
operations,mid,remote,43,1.1256592283992777,0.6227943436875444,14.017110303550146,1,4,3.1684436010660164,2.189189574072657,0
engineering,junior,onsite,40,1.1975939941855,0.7624213163810193,29.566074639500656,0,0,4.635812442240402,1.3165517477689197,0
finance,junior,hybrid,91,0.9450621713057495,0.5493535031251796,2.1527342926058566,2,6,3.8669963978574717,7.226374693372236,0
engineering,lead,onsite,21,0.9694627417695475,0.4461541655041564,21.74847763713657,1,9,1.8967411701808485,0.700741983945369,0
operations,senior,onsite,91,1.0600423054440475,0.5935548366157852,12.972178714083284,3,5,3.640239802812341,4.851411972102619,0
engineering,senior,hybrid,64,0.8236193027719573,0.9182984582702788,3.9090875569009045,0,5,3.3860094510056142,3.5939396593820483,0
engineering,mid,hybrid,37,0.9665146392821841,0.41351866261494985,34.22379868591156,1,3,4.187244631305685,1.1727336676797238,0
engineering,junior,hybrid,90,1.2714180659302907,0.4166966698399801,35.466803352642195,1,3,4.343837559836759,5.80782844471846,1
sales,mid,onsite,120,0.8749979719624554,0.7782618325425645,12.129170563149836,0,7,2.6227097199948877,8.25869820227993,0
sales,mid,onsite,97,1.078073936105977,0.5769842591126667,18.002528132380302,0,1,4.125014882974552,6.931670269972537,0
operations,junior,hybrid,14,1.0285706669205517,0.757099009031893,9.759323637437516,1,5,3.296653760665913,0.0,0
operations,senior,hybrid,90,0.9254351136945571,0.857971486375889,11.207346416919666,0,6,2.832674776882773,6.052794216065971,0
operations,lead,hybrid,100,0.9832482639364087,0.7523064968515757,3.807507321936301,1,1,4.559124494787834,6.8813573297824,0
sales,mid,hybrid,109,1.2128929886809143,0.5335508842643105,2.477640280581972,1,2,3.019178537111633,6.728585911881298,0
engineering,mid,onsite,68,1.033039571986895,0.9165867617057211,30.597349747304825,1,4,3.4257380189308386,3.351816822951789,0
sales,mid,onsite,16,1.0564727934891893,0.8084245365207022,13.65108904547347,1,4,3.340243986713754,0.0,0
operations,junior,hybrid,21,1.1901293444377634,0.6653655708379156,14.455264342022822,1,3,3.8117837645082497,0.0,0
hr,mid,hybrid,53,0.9065884344502747,0.6556834372203139,6.705336025798816,1,6,4.455694850517677,3.679894202666146,0
engineering,mid,remote,101,0.7929627635243232,0.7347985078953979,15.709731820457515,1,4,4.687563674246971,7.420505240314002,0
operations,mid,remote,118,1.2152521087385417,0.5976032599483392,0.46585245335777703,1,4,4.123865097883164,6.916718854412843,0
sales,mid,hybrid,108,0.9704782673927645,0.33375906105598807,7.0363529376975915,1,4,2.0482479922917256,6.407879159085123,0
engineering,senior,onsite,50,1.084040127522352,0.8100315492523348,3.20202759214511,2,5,4.565899171433568,1.119694605614709,0
sales,junior,hybrid,70,0.835650622157096,0.798148603974235,25.635957068502698,0,1,3.8806017650232443,4.038143352688547,0
engineering,junior,hybrid,8,1.0082789457869248,0.19978680686065506,0.0,1,1,4.277872191688337,0.0,0
operations,junior,hybrid,127,0.7854600822707214,0.7621352285314507,3.387060525009443,1,5,3.1589458257338507,8.37233479936958,0
finance,junior,remote,57,0.9595609759592139,1.0,0.0,0,4,3.390053453808183,4.598997906607303,0
sales,mid,remote,81,0.8528115222232581,0.43447232936529206,5.989889012019065,1,3,4.159874286588381,5.187251262070558,0
engineering,senior,onsite,72,0.8183518497631173,0.6453417418218579,9.864311171781464,1,5,5.0,1.84892855637455,0
operations,senior,remote,46,0.9045315995951114,0.6236035371731883,22.800023393531983,0,2,3.5548877136559427,2.4294182611806185,0
finance,mid,hybrid,27,0.605991403554769,0.9920823868741766,12.002019444772204,2,6,2.401563055782757,0.4686991195772954,0
operations,mid,hybrid,152,0.77601463433337,0.8841894088313924,10.304717820512332,0,6,3.877401594214523,11.110459070019898,0
engineering,junior,remote,19,1.0673621234390491,0.48431677069751394,16.69917311280483,0,3,3.2508243463922,0.0,0
operations,mid,hybrid,151,1.002149958432159,0.7284237046717053,10.013871894076253,0,4,2.5553764784490465,12.204901587300396,0
engineering,mid,remote,18,0.7888719579556088,1.0,35.68917076421796,1,4,3.294451673474031,0.0,0
finance,senior,hybrid,16,1.0321810354197598,0.5350584201717724,8.680969190642276,2,4,3.7816756508747496,0.01297009361039314,0
engineering,mid,onsite,144,0.8182680391772171,0.6577692432681336,17.723406043128037,2,4,4.242217583593801,10.979873034313671,0
operations,junior,hybrid,151,1.0582945805620128,0.7627014606975239,21.43810205020081,0,2,3.0136038101892697,12.794484813243626,0
sales,mid,hybrid,143,0.9326541389807261,0.5379890900561486,8.422573961802737,1,10,3.047899872881151,8.059309543566767,1
engineering,junior,hybrid,124,0.9012315274411509,1.0,15.488350993772194,0,4,3.318675854426298,7.665161923059865,0
hr,senior,onsite,79,0.9363404564408817,0.5654663399432956,9.4923909341388,0,3,4.8048216810423785,6.37554378956235,0
operations,junior,remote,17,1.3339292684998563,0.3821929741751612,16.466187271520212,2,4,4.473749491447017,1.1276897652161932,0
engineering,junior,onsite,95,0.8361797720716474,0.5550035922167422,14.90831771949849,1,3,3.8516415767480976,6.8915632043075785,1
finance,junior,hybrid,83,0.9839837999399568,0.7906040172372341,12.73745308677069,1,3,3.8215060883142113,4.51751385903062,0
hr,senior,onsite,117,1.0672053064238556,0.5003651748491493,3.5999279917755436,2,1,3.1480684971319404,8.10397557861624,0
engineering,mid,hybrid,6,0.8056380726366598,0.7204398777734206,30.773253174861757,1,5,4.017764033004456,0.0,1
engineering,mid,remote,13,0.7108613243891101,0.7725100880283333,19.277593143581868,0,3,2.605015926251592,0.0,0
engineering,mid,hybrid,94,0.859835278555674,0.4182131915840692,0.0,1,11,3.783333077784862,4.511852189241222,0
operations,junior,remote,136,1.06391948016633,0.5472595564811552,10.216673689960501,0,3,1.774456123565791,8.819315091495977,0
engineering,senior,hybrid,149,0.8986994822407575,0.7297941719076135,0.0,1,1,2.0876407513780064,12.784375329993805,0
engineering,junior,hybrid,91,0.9153341102958462,0.8004824320007029,20.858732294404373,0,1,1.8526332027562573,7.045729421401907,0
finance,junior,hybrid,59,1.086615447693812,0.5522431960464723,13.803955677732356,0,5,4.90549335301366,3.2737198647963623,0
finance,mid,remote,76,0.8290485380757711,0.6903544620496057,14.036699976464421,0,5,3.2733991670410036,4.372550676744376,0
hr,junior,hybrid,81,0.9366867033280825,0.6032127500508477,6.418694965143705,0,4,2.3179499360529854,3.3792040000164487,0
finance,junior,hybrid,99,0.7229238438024771,0.8055700341601189,11.159924123625318,0,3,5.0,6.46213947315834,0
operations,senior,onsite,37,0.9981078591088693,0.7638827158331215,21.08465690551656,1,3,2.7798989995326195,0.6362818761291709,0
operations,mid,hybrid,62,0.9844260611852614,0.5853033969608655,23.502489366629987,1,5,3.820765225848455,5.991297139009101,0
operations,junior,hybrid,87,1.0693304447250827,0.7556887702392316,21.617790079502925,1,4,2.773347034364836,5.927051666706818,0
engineering,mid,onsite,136,0.778211580249292,0.5774803256414602,0.03049821935510222,1,1,4.035047207040587,8.694681906709986,0
engineering,senior,hybrid,128,0.9212168628841374,0.7514723908712957,12.324955761097813,0,2,3.388058761138858,6.600468170579942,0
engineering,junior,hybrid,120,0.758229445931272,0.7542589090689177,16.279821115502852,1,4,2.802544705673053,9.80757263873115,0
operations,junior,remote,35,0.9130839970766301,1.0,7.387019695838644,1,5,2.3314417649369648,1.322629208912158,1
engineering,mid,hybrid,65,1.1722682113161838,0.5927475515791779,0.0,1,4,2.8325333672031308,5.730616055163628,0
engineering,mid,hybrid,89,0.9018870866039025,0.6317463026073015,2.4203250837312122,1,4,2.595972537787474,5.861305930844507,0
operations,lead,remote,154,0.7451120263632645,0.5305536799215752,27.497972918321913,1,5,1.990796478967129,9.783316347337783,1
engineering,mid,onsite,57,0.8480181102537775,0.4534352604421611,3.27684756794591,2,6,3.98749562931921,1.842245945782142,0
sales,junior,remote,147,0.7083572249874183,0.568707901281516,14.428046285578404,0,4,4.292978290290411,10.508519572791851,1
hr,mid,hybrid,119,0.7556340681789171,0.7930201390442475,12.592985044904603,1,3,2.8554025411919572,8.426772263343313,0
hr,mid,remote,101,1.0506480421243098,0.8074923062698612,12.615964900417918,0,5,1.7339173943355464,3.4956916195142576,0
sales,junior,hybrid,112,0.7330575143956845,0.719135968937466,11.121246798641263,0,9,3.6904383469532673,7.794755531083869,0
sales,mid,onsite,127,0.9968492885532316,0.6008470238940179,21.102233121059264,0,4,3.524194158161627,9.44445006434999,0
engineering,junior,remote,112,0.953861401382386,0.5613250028138381,14.320516271467888,1,8,2.599669173964938,8.209929102279247,0
hr,senior,hybrid,107,0.8702707626359998,0.476633897907595,8.369108060396378,1,5,3.3526164797494853,8.879194729248976,0
hr,senior,hybrid,61,0.9841024970086665,0.5486224798073988,14.462094418116765,1,4,1.193914393335745,2.757647100645677,1
sales,mid,onsite,69,0.8093507735979116,0.40097438817354486,2.5021025257073397,1,6,3.406613490885431,3.1727610626308085,0
operations,lead,remote,96,1.0761266601240569,0.9315716623751326,18.283501375285024,3,4,3.2775899382935823,5.464975392475165,0
sales,lead,onsite,135,0.8452489552141503,1.0,7.871298346974356,1,4,4.463531274688534,8.521852660208637,0
engineering,junior,hybrid,104,0.8920449667089669,0.27282744930001457,8.389659625072776,3,6,3.603108275373045,7.583218633420786,0
finance,mid,hybrid,158,0.8741973491904339,0.7178527275701222,18.617427833728712,1,3,3.4726921442885423,11.565745752144732,1
sales,mid,hybrid,109,1.0534210346611648,0.7145383910712054,10.33415676853919,0,5,4.971306706053444,5.902848159457722,0
sales,junior,hybrid,65,1.0316665870263348,0.7017617579180264,10.840854608943175,4,5,2.7650974040771557,4.18256865469972,0
engineering,mid,hybrid,92,0.6,0.5414511357573983,24.508672117832134,2,6,2.20324985011245,6.542654014546623,1
operations,mid,remote,100,0.9881364404417268,0.8645027917511381,5.241310397849908,0,4,4.13036128244363,5.341263666119833,0
finance,lead,hybrid,138,0.6883110752261629,0.7420954603157122,18.485465015414736,1,8,4.2362650887882065,10.657075269042876,0
finance,mid,hybrid,41,0.8988017431716255,0.8668243507927667,22.545716245888812,3,4,4.255348310619429,2.9917062652971373,0
sales,senior,hybrid,40,0.9337738967379949,0.512497604117439,24.50207479074481,1,7,3.2136686371596417,2.7948049686423317,0
sales,mid,remote,33,0.8971912655702244,0.383363439068414,33.58868016958036,1,2,2.8311043487362344,0.0,0
hr,junior,hybrid,9,1.0251228833148374,0.746981105916404,8.22073785369654,2,6,2.4055139861839523,0.0,0
engineering,senior,hybrid,108,1.0580114849119298,0.4674112548363494,6.188577500343816,4,2,2.690092606787825,6.455590190277869,0
finance,junior,hybrid,154,0.8339801310771063,0.8709199211667746,21.354939062682572,1,1,2.1960056335448246,12.16143671298706,1
operations,junior,onsite,98,0.8285304496254018,0.23467573712463338,22.46217002480622,0,6,3.0481483937126885,5.769541946113183,0
sales,mid,hybrid,10,0.9446045669521224,0.5662920210195614,6.883388170183103,0,3,4.727382638004812,0.0,0
hr,mid,hybrid,58,0.7184401879150766,0.5368156304693867,18.36324042106654,1,4,2.964195847156354,2.6008061065160435,0
sales,mid,remote,144,0.8784533037218482,0.5935246716335675,38.517861746292056,0,7,3.5027292062478494,11.527708289209265,1
engineering,junior,onsite,9,1.1522116750081035,0.712219814392641,14.941979656758184,1,6,3.837726553446215,0.0,0
engineering,mid,hybrid,98,0.7240549152183926,0.7392471472002792,22.311489244233858,0,2,3.1112166754319057,6.559335643728321,0
engineering,junior,hybrid,71,0.8989823961029888,0.7879475204629393,28.190636470399355,1,2,3.105014978459225,3.952498997808523,0
operations,junior,remote,147,0.8611548780604825,0.8109972728579263,36.53371534643469,1,3,4.428719162488412,11.609368841797208,0
operations,mid,remote,82,1.2507901822081637,0.6256948798656473,16.21129668166109,2,7,3.549138093736648,5.947819333870299,1
finance,junior,onsite,90,0.8693208189995519,1.0,25.277301912654973,0,8,4.303390021769817,6.267548062817627,0
finance,mid,remote,115,0.8780283671962256,0.9374180667913978,6.903552953651816,1,7,5.0,8.716995638502882,0
engineering,mid,hybrid,131,0.7953852608297404,0.5976023568677278,14.223928500263241,1,7,2.7040790413849547,9.187542397661366,0
sales,senior,remote,82,0.9513982705350876,0.6326252615716044,9.981927725901967,0,6,3.27552269894224,5.85395992344817,0
operations,mid,onsite,115,0.9905250582535531,0.5933904414599497,0.0,0,4,3.266382001207056,5.8191992226640075,0
finance,mid,onsite,129,0.8171270228570608,0.7326597227721156,0.0,0,5,3.0035441267738214,8.360039454682145,0
engineering,junior,onsite,84,1.0983084201082947,0.4656124339714301,17.870293155463543,0,7,3.054785140869488,4.290193790918995,0
engineering,lead,onsite,114,0.9906595376432763,0.5020925078152098,18.047200333846273,0,5,4.522320688822614,7.86685324669885,0
engineering,junior,onsite,58,1.077784890314777,0.22652675091712476,4.625342779462602,2,6,3.4793976778604705,5.439623871680971,0
sales,junior,hybrid,57,0.9007796708240121,0.5802679742453647,28.016468259187018,0,3,5.0,1.9427857817728031,0
operations,mid,remote,1,0.9864776496337,0.8729518367948006,4.0101656259917045,0,5,3.0749407144785317,0.0,0
engineering,junior,hybrid,107,0.9180355257688877,0.6295797959701068,16.31542063557624,1,4,4.604863925188016,6.616835155912293,0
hr,junior,hybrid,40,1.1686522324236723,0.6407676117040669,10.262844883892258,2,4,4.807160107136567,1.6188840429460092,0
hr,junior,hybrid,130,0.9674396206056592,0.7156318287711022,14.96253221795859,3,2,3.33363024435734,11.705321262414543,0
hr,mid,remote,152,0.9513130922472498,0.4595525134409746,22.086799399515694,0,4,3.757775351947203,11.383150791017485,0
engineering,mid,remote,140,0.8812637001468628,0.6650572425288475,20.816078146795878,1,2,4.10627019880447,10.858339922123164,0
engineering,mid,hybrid,44,0.8726054554291753,0.838065899099765,20.370580373943092,0,2,2.954475374233495,1.6175192999398469,0
operations,senior,remote,104,0.9856583112235741,0.7213126333223963,19.22140064675044,1,3,4.730970869839049,6.316792251734345,0
hr,mid,remote,120,1.072938118905907,0.8556329462523419,2.54530002431506,2,5,2.7509200569020757,5.614377707984686,1
engineering,senior,remote,81,0.8473162853134867,0.9128263812537317,24.21076668124706,0,3,2.983472949734712,4.389921306978945,0
finance,senior,hybrid,81,0.9689868915764193,0.7925179523275615,4.457403556130972,1,5,2.9922744300660993,5.62247596536663,0
sales,senior,remote,70,0.9776254236528672,0.5173265951639883,13.045693173350143,0,3,3.580203168381173,4.540854905776339,0
hr,senior,remote,50,1.0037545274563415,0.5911729272759481,10.838057707980868,1,4,3.6622672438397372,1.7478519963221815,0
sales,mid,remote,92,0.6938755397208922,1.0,17.151109633604626,0,3,2.890873732834025,4.852812082084433,0
sales,mid,hybrid,158,0.8112900950433517,0.7228337026656996,9.637562782620146,0,4,3.309476803397692,12.861562297660102,0
engineering,mid,remote,35,0.7451233219817148,0.6961913179544795,12.573404484663529,0,10,2.5084060797956607,1.4134580800724907,0
sales,junior,remote,8,0.9549326639977618,0.488008131925209,28.56981234478433,2,10,4.33163055347348,0.0,0
sales,mid,onsite,9,0.8148539945164534,0.6417077688769356,2.3427196413451936,0,3,3.955998920277667,0.8886145891205975,0
sales,junior,onsite,93,0.8755638322359878,0.8032747172305573,13.977802114686687,2,4,3.1221816238074447,5.08579146760829,0
engineering,junior,remote,43,0.7708579214133731,0.6629691420992935,3.9728555215917134,0,3,3.246228351786884,1.5132046055443946,0
operations,lead,remote,74,0.8895145194248296,0.5561243530298705,20.069146756099343,1,6,2.8694955414874843,4.602345906284984,0
sales,mid,remote,152,0.7813844598171846,0.6025227674105162,7.459440687707595,1,4,2.656579518239169,10.574531756448753,0
operations,mid,hybrid,13,1.0636862663049425,0.8983650636032195,14.346827962265905,0,2,2.5353406232183744,0.0,0
hr,mid,remote,28,1.0218841954693367,0.7935561625328474,2.078015594574576,2,6,2.659303161551921,0.0,0
sales,mid,onsite,35,0.9725343922211529,0.7668080453724472,25.623858480753547,1,5,4.166804307191518,0.33089320473192085,0
sales,senior,onsite,73,0.9047087105479147,0.7481764277897327,14.655109252300972,2,4,4.2286054013221515,5.657358688699647,0
hr,mid,hybrid,111,0.6443469850545912,0.4233940081529553,15.239889629580567,3,4,2.30443849292437,4.065938937299669,1
hr,mid,remote,30,0.8812690061757731,0.7144698173498533,21.461554589120382,1,5,3.9589352642948867,2.0468451332086866,0
engineering,mid,onsite,18,0.8357815184468939,0.8736014954460248,2.7373232636278626,0,9,2.423217956003602,0.0,1
hr,mid,hybrid,14,0.9870911325898282,0.607815691755951,8.464799221281167,0,4,4.01162182325915,0.0,0
sales,mid,onsite,128,1.0429560753206557,0.8554856124721648,15.530487454218331,1,6,3.4672540296865244,9.008859302547815,0
engineering,lead,remote,5,0.9986948993739629,0.7690453437042456,0.0,1,6,2.983360737605742,0.0,0
operations,mid,hybrid,100,1.1394557463689883,0.8255345685113412,0.0,0,4,3.756687075963312,5.9872577008109555,0
engineering,mid,onsite,92,0.8647528648422365,0.6701872973114162,6.608639070897463,1,9,4.478894153868163,4.210204243450255,0
operations,mid,onsite,17,0.8585336178019034,0.8373171122434987,3.7310212128624425,0,7,1.9002359898751142,0.40655753778797576,0
engineering,mid,hybrid,88,1.1056817343353864,0.36706367731587214,10.905229877715476,0,2,4.310363797144312,5.053684963495119,0
operations,lead,hybrid,46,0.97493245918072,0.6666291440346757,18.701889274449897,0,2,2.763726389625025,1.304001631004331,0
engineering,senior,hybrid,82,0.9129501889186675,0.8026029722155041,20.748922943776076,1,4,4.538916817120214,2.209272474700426,0
engineering,mid,hybrid,22,1.2269781717342172,0.7192599052491907,30.284695835917976,1,4,4.0932539138688,0.0,0
sales,mid,onsite,107,1.0366595821074023,0.8791247312008074,13.796380004392562,0,3,2.5029387313841718,8.49698606879208,0
sales,mid,hybrid,127,0.9214183739098875,0.628580234960771,15.389229185315719,0,5,2.9343566800451226,7.134024809583327,0
operations,junior,remote,1,0.847108277952905,0.5505089453989884,13.776074940776613,0,1,3.78430655842453,0.0,0
sales,mid,remote,85,1.1489769007375803,0.3321850001675281,16.88241438205844,0,5,4.1575120242470724,6.316597935013055,0
sales,senior,hybrid,103,0.9810495531334503,0.6054066999254204,17.585306674923267,1,8,3.780881434155924,5.191508773573416,0
sales,mid,onsite,1,0.953677537930764,0.7633749893639924,22.29905983532949,0,4,3.7120526270095002,0.0,0
sales,junior,remote,116,1.0514414641182634,0.8122017027498221,22.26387426443927,0,5,2.8889547090700725,8.105933195455222,0
hr,senior,hybrid,87,1.0820131785280962,0.38016288366879586,18.674269455613523,0,8,3.4270415333269293,3.426914535286987,0
engineering,senior,onsite,49,1.0324804976736344,0.8950650252653266,27.591555394884303,1,9,3.3413069028220694,2.8985029705611507,0
finance,mid,hybrid,77,1.0825963363447915,0.46511583577405735,14.240813536749702,0,1,2.1990660471042838,5.2405161369608795,0
sales,mid,remote,109,1.0177061538354022,0.6357703717410675,8.495890706321786,1,3,3.668410332444552,6.687458550498173,0
operations,mid,hybrid,103,1.033233587514534,0.5462367236684921,9.967594531209569,0,4,3.106394432997435,9.491761346862795,1
engineering,senior,hybrid,124,0.8402543217734847,0.7434499767664775,13.047486377519839,1,5,4.50073371978528,8.339988558185938,0
engineering,junior,remote,6,1.2215530822426337,0.678814943508369,4.247284270703791,2,0,4.335799951199609,0.0,0
hr,junior,hybrid,126,0.7649485011513946,0.7955937110739679,8.479691949621886,1,5,3.547411065416043,9.724549695696318,0
finance,mid,hybrid,6,0.996406642174621,1.0,3.741461344383567,1,7,4.283367750049777,0.0,0
hr,junior,hybrid,104,0.7494849412732087,0.7395704946013494,17.095642354714712,1,5,3.892199314444726,6.555373332715122,0
sales,mid,hybrid,56,0.9352806891746067,0.5446640722731506,17.184389892153334,2,2,3.3820999385460353,2.9186316961391436,0
sales,senior,remote,11,0.8643059543197872,0.7522138055111112,0.0,0,12,2.267401866121298,0.0,0
operations,junior,remote,110,0.9703633807015974,1.0,8.113260710819393,1,7,3.272357299275183,7.042805867074881,0
engineering,mid,remote,88,1.0012636522036467,0.7912680527657917,30.42669961328235,0,3,3.1329763641542985,5.7365881386694095,0
operations,lead,remote,106,0.8065499445508112,0.849138721811998,19.668020070285543,1,3,3.3115148886524923,6.1916465372782525,1
operations,mid,hybrid,60,0.9455878317572636,0.3412847100203562,18.089028527406754,2,4,3.21693028165904,2.87793455017209,0
engineering,mid,remote,45,1.1590511333684423,0.7373757197914751,8.021720684902906,0,3,4.282715881674757,0.0,0
hr,mid,hybrid,100,0.7531602353747808,0.6063964500148693,16.585542986353094,0,5,4.371167818493577,5.305392824009749,0
operations,junior,remote,35,0.82189193462569,0.5239750275855167,13.869410734507484,1,13,3.0094916986876425,1.7520648670419656,0
sales,junior,remote,130,1.0791131971873003,0.6555365345482144,6.829282778319576,1,4,2.340383653767378,11.096610584498883,0
sales,mid,remote,109,0.961633221986963,0.6817267962594298,9.555894634339463,0,6,2.6234346283816903,8.096891475703167,0
operations,mid,hybrid,159,0.9726732394736847,0.5351216196016056,9.758719231353064,0,4,4.39334634658964,13.900535721177997,0
engineering,mid,hybrid,5,1.103345352303849,0.6976927520417457,0.6019406509454659,1,4,4.165587105259796,0.0,1
engineering,junior,onsite,94,0.8308896947302561,0.6253025804402227,2.087894607828358,0,2,2.48832658254305,6.382462363599186,1
engineering,senior,remote,89,0.8720997154853606,0.8004877749032234,12.2047809523371,0,5,2.2265389862025335,6.539064264923672,0
operations,junior,hybrid,137,0.8536037200299742,0.7055149681641146,6.368017177552245,0,5,2.926998159309012,8.899079549788638,0
hr,senior,hybrid,68,0.8977695428996656,0.7351846717698595,11.291736771835478,0,4,4.836649479671127,4.309898292235976,0
operations,mid,hybrid,149,1.1509283127421517,0.8558775937373326,0.0,2,4,3.73537359189306,10.143733820095417,0
engineering,mid,remote,39,0.6948379856713232,0.7709911719678426,21.211934063698084,1,7,3.210902798446409,1.7693814652701239,0
engineering,junior,remote,136,0.770867178363489,0.6587831214781742,32.724314973683285,2,1,3.2994628377728334,9.441001475842855,1
engineering,junior,remote,83,0.7451475399060231,0.24261500999672,23.246560395509466,0,6,1.8949390394384193,3.568263074371526,0
engineering,mid,onsite,151,1.1602540926028952,0.762745598759002,24.174812256442973,2,9,3.166477951685192,9.68542304843088,0
operations,mid,hybrid,35,0.8578400097950355,0.47761533954859153,19.635102482006076,1,5,4.392138864482461,0.0,0
