date,channel,sku,unit_price,is_promo,is_holiday,avg_temp_c,rainfall_mm,demand_units
2024-04-16,site,SKU_11,295.45,0,0,29.66,8.54,124.0
2024-04-17,site,SKU_11,295.45,0,0,28.55,8.04,118.0
2024-04-18,site,SKU_11,295.45,0,0,28.21,2.23,117.0
2024-04-19,site,SKU_11,295.45,0,0,28.75,8.39,108.0
2024-04-20,site,SKU_11,295.45,0,0,29.11,3.9,94.0
2024-04-21,site,SKU_11,295.45,0,1,29.83,3.08,119.0
2024-04-22,site,SKU_11,295.45,0,0,29.17,4.46,122.0
2024-04-23,site,SKU_11,295.45,0,0,27.74,6.88,119.0
2024-04-24,site,SKU_11,295.45,0,0,29.99,1.57,124.0
2024-04-25,site,SKU_11,295.45,0,0,30.99,3.71,121.0
2024-04-26,site,SKU_11,295.45,0,0,28.5,0.0,109.0
2024-04-27,site,SKU_11,295.45,1,0,26.46,2.92,150.0
2024-04-28,site,SKU_11,295.45,0,0,28.73,7.56,102.0
2024-04-29,site,SKU_11,295.45,0,0,27.38,3.15,121.0
2024-04-30,site,SKU_11,295.45,0,0,30.13,6.19,125.0
2024-05-01,site,SKU_11,293.32,0,1,27.25,3.53,138.0
2024-05-02,site,SKU_11,293.32,0,0,29.06,0.78,123.0
2024-05-03,site,SKU_11,293.32,0,0,25.9,6.52,109.0
2024-05-04,site,SKU_11,293.32,0,0,29.98,0.28,104.0
2024-05-05,site,SKU_11,293.32,0,0,29.93,5.29,99.0
2024-05-06,site,SKU_11,293.32,0,0,28.48,0.73,115.0
2024-05-07,site,SKU_11,293.32,0,0,29.74,3.74,122.0
2024-05-08,site,SKU_11,293.32,0,0,27.76,5.35,121.0
2024-05-09,site,SKU_11,293.32,0,0,30.53,1.16,121.0
2024-05-10,site,SKU_11,293.32,0,0,26.24,7.1,103.0
2024-05-11,site,SKU_11,293.32,0,0,28.39,3.76,107.0
2024-05-12,site,SKU_11,293.32,0,0,28.16,2.78,98.0
2024-05-13,site,SKU_11,293.32,1,0,28.03,2.77,166.0
2024-05-14,site,SKU_11,293.32,0,0,28.01,1.39,119.0
2024-05-15,site,SKU_11,293.32,0,0,29.85,0.0,120.0
2024-05-16,site,SKU_11,293.32,0,0,31.51,0.53,113.0
2024-05-17,site,SKU_11,293.32,0,0,26.27,1.52,111.0
2024-05-18,site,SKU_11,293.32,0,0,26.73,0.3,108.0
2024-05-19,site,SKU_11,293.32,0,0,27.53,2.57,114.0
2024-05-20,site,SKU_11,293.32,1,0,28.35,3.13,156.0
2024-05-21,site,SKU_11,293.32,0,0,28.13,4.42,110.0
2024-05-22,site,SKU_11,293.32,0,0,28.47,0.0,115.0
2024-05-23,site,SKU_11,293.32,0,0,23.71,3.6,123.0
2024-05-24,site,SKU_11,293.32,0,0,28.54,5.75,106.0
2024-05-25,site,SKU_11,293.32,0,0,24.83,0.54,100.0
2024-05-26,site,SKU_11,293.32,0,0,26.6,1.04,103.0
2024-05-27,site,SKU_11,293.32,1,0,29.33,0.0,164.0
2024-05-28,site,SKU_11,293.32,0,0,25.2,0.0,116.0
2024-05-29,site,SKU_11,293.32,0,0,31.72,4.52,122.0
2024-05-30,site,SKU_11,293.32,0,0,28.01,2.1,115.0
2024-05-31,site,SKU_11,293.32,0,0,31.47,0.0,106.0
2024-06-01,site,SKU_11,290.42,0,0,27.58,5.19,101.0
2024-06-02,site,SKU_11,290.42,0,0,27.0,0.53,104.0
2024-06-03,site,SKU_11,290.42,0,0,27.98,0.02,109.0
2024-06-04,site,SKU_11,290.42,0,0,26.63,3.08,118.0
2024-06-05,site,SKU_11,290.42,0,0,29.34,1.95,120.0
2024-06-06,site,SKU_11,290.42,0,0,27.26,2.39,112.0
2024-06-07,site,SKU_11,290.42,0,0,25.16,0.05,114.0
2024-06-08,site,SKU_11,290.42,0,0,24.9,0.0,103.0
2024-06-09,site,SKU_11,290.42,0,0,24.56,1.0,101.0
2024-06-10,site,SKU_11,290.42,1,0,24.85,0.0,168.0
2024-06-11,site,SKU_11,290.42,0,0,26.47,4.84,115.0
2024-06-12,site,SKU_11,290.42,0,0,24.58,1.87,122.0
2024-06-13,site,SKU_11,290.42,0,0,22.49,1.92,108.0
2024-06-14,site,SKU_11,290.42,0,0,24.31,2.86,98.0
2024-06-15,site,SKU_11,290.42,0,0,25.54,1.65,105.0
2024-06-16,site,SKU_11,290.42,0,0,23.76,0.0,102.0
2024-06-17,site,SKU_11,290.42,0,0,24.14,2.08,108.0
2024-06-18,site,SKU_11,290.42,0,0,24.96,0.0,121.0
2024-06-19,site,SKU_11,290.42,0,0,25.66,0.0,112.0
2024-06-20,site,SKU_11,290.42,0,0,25.7,0.53,113.0
2024-06-21,site,SKU_11,290.42,0,0,24.41,1.74,105.0
2024-06-22,site,SKU_11,290.42,0,0,24.58,5.02,103.0
2024-06-23,site,SKU_11,290.42,1,0,24.83,0.9,154.0
2024-06-24,site,SKU_11,290.42,0,0,21.86,3.4,115.0
2024-06-25,site,SKU_11,290.42,0,0,22.5,0.0,115.0
2024-06-26,site,SKU_11,290.42,0,0,23.23,3.85,119.0
2024-06-27,site,SKU_11,290.42,0,0,26.4,0.65,116.0
2024-06-28,site,SKU_11,290.42,0,0,25.21,0.0,113.0
2024-06-29,site,SKU_11,290.42,0,0,22.7,1.04,103.0
2024-06-30,site,SKU_11,290.42,0,0,20.16,0.0,101.0
2024-07-01,site,SKU_11,287.51,0,0,19.82,0.0,116.0
2024-07-02,site,SKU_11,287.51,0,0,24.35,2.08,117.0
2024-07-03,site,SKU_11,287.51,0,0,25.6,2.08,122.0
2024-07-04,site,SKU_11,287.51,0,0,20.37,0.0,114.0
2024-07-05,site,SKU_11,287.51,0,0,23.7,0.0,101.0
2024-07-06,site,SKU_11,287.51,0,0,21.38,0.0,96.0
2024-07-07,site,SKU_11,287.51,0,0,21.87,0.0,112.0
2024-07-08,site,SKU_11,287.51,0,0,27.22,0.0,114.0
2024-07-09,site,SKU_11,287.51,0,0,24.35,1.57,119.0
2024-07-10,site,SKU_11,287.51,0,0,20.84,2.61,120.0
2024-07-11,site,SKU_11,287.51,0,0,19.41,0.0,117.0
2024-07-12,site,SKU_11,287.51,0,0,24.97,1.94,100.0
2024-07-13,site,SKU_11,287.51,1,0,23.86,0.95,151.0
2024-07-14,site,SKU_11,287.51,0,0,22.17,0.0,102.0
2024-07-15,site,SKU_11,287.51,0,0,19.01,4.78,106.0
2024-07-16,site,SKU_11,287.51,0,0,19.85,0.0,121.0
2024-07-17,site,SKU_11,287.51,0,0,20.71,0.0,118.0
2024-07-18,site,SKU_11,287.51,0,0,20.82,3.41,112.0
2024-07-19,site,SKU_11,287.51,0,0,19.45,2.73,100.0
2024-07-20,site,SKU_11,287.51,0,0,21.99,0.0,99.0
2024-07-21,site,SKU_11,287.51,0,0,19.39,0.1,98.0
2024-07-22,site,SKU_11,287.51,0,0,22.13,0.0,111.0
2024-07-23,site,SKU_11,287.51,0,0,17.55,0.0,117.0
2024-07-24,site,SKU_11,287.51,0,0,19.86,1.83,117.0
2024-07-25,site,SKU_11,287.51,1,0,19.52,1.26,166.0
2024-07-26,site,SKU_11,287.51,0,0,23.09,0.65,97.0
2024-07-27,site,SKU_11,287.51,0,0,17.61,1.9,98.0
2024-07-28,site,SKU_11,287.51,0,0,18.11,2.8,101.0
2024-07-29,site,SKU_11,287.51,0,0,20.16,0.03,108.0
2024-07-30,site,SKU_11,287.51,0,0,20.99,0.0,117.0
2024-07-31,site,SKU_11,287.51,0,0,21.2,0.0,119.0
2024-08-01,site,SKU_11,285.39,0,0,18.37,5.26,113.0
2024-08-02,site,SKU_11,285.39,1,0,21.12,0.0,150.0
2024-08-03,site,SKU_11,285.39,0,0,19.26,5.44,98.0
2024-08-04,site,SKU_11,285.39,0,0,18.28,0.0,108.0
2024-08-05,site,SKU_11,285.39,0,0,19.35,0.0,109.0
2024-08-06,site,SKU_11,285.39,0,0,16.07,1.33,120.0
2024-08-07,site,SKU_11,285.39,0,0,22.44,0.0,120.0
2024-08-08,site,SKU_11,285.39,0,0,20.25,2.9,121.0
2024-08-09,site,SKU_11,285.39,0,0,16.98,3.2,107.0
2024-08-10,site,SKU_11,285.39,1,0,17.93,0.71,151.0
2024-08-11,site,SKU_11,285.39,0,0,19.71,3.02,108.0
2024-08-12,site,SKU_11,285.39,0,0,17.26,1.62,122.0
2024-08-13,site,SKU_11,285.39,0,0,19.62,3.82,118.0
2024-08-14,site,SKU_11,285.39,1,0,22.97,4.34,177.0
2024-08-15,site,SKU_11,285.39,0,0,18.47,0.55,110.0
2024-08-16,site,SKU_11,285.39,0,0,13.68,6.16,104.0
2024-08-17,site,SKU_11,285.39,0,0,18.03,3.42,105.0
2024-08-18,site,SKU_11,285.39,1,0,18.86,1.37,152.0
2024-08-19,site,SKU_11,285.39,0,0,19.6,0.0,109.0
2024-08-20,site,SKU_11,285.39,0,0,15.06,0.0,132.0
2024-08-21,site,SKU_11,285.39,0,0,17.24,1.95,120.0
2024-08-22,site,SKU_11,285.39,0,0,17.24,1.51,118.0
2024-08-23,site,SKU_11,285.39,0,0,18.79,0.79,111.0
2024-08-24,site,SKU_11,285.39,0,0,17.82,4.71,101.0
2024-08-25,site,SKU_11,285.39,1,0,14.98,1.43,153.0
2024-08-26,site,SKU_11,285.39,0,0,19.58,0.72,113.0
2024-08-27,site,SKU_11,285.39,0,0,16.83,4.39,109.0
2024-08-28,site,SKU_11,285.39,0,0,17.21,6.5,123.0
2024-08-29,site,SKU_11,285.39,0,0,16.89,4.51,117.0
2024-08-30,site,SKU_11,285.39,0,0,19.92,5.47,104.0
2024-08-31,site,SKU_11,285.39,0,0,15.84,0.57,103.0
2024-09-01,site,SKU_11,284.61,0,0,15.46,4.26,99.0
2024-09-02,site,SKU_11,284.61,0,0,17.98,7.41,108.0
2024-09-03,site,SKU_11,284.61,0,0,14.73,2.49,125.0
2024-09-04,site,SKU_11,284.61,0,0,14.46,4.21,129.0
2024-09-05,site,SKU_11,284.61,0,0,19.03,5.26,114.0
2024-09-06,site,SKU_11,284.61,0,0,19.72,2.85,112.0
2024-09-07,site,SKU_11,284.61,0,1,18.45,3.52,114.0
2024-09-08,site,SKU_11,284.61,0,0,15.66,0.0,113.0
2024-09-09,site,SKU_11,284.61,0,0,10.48,3.03,117.0
2024-09-10,site,SKU_11,284.61,0,0,12.57,2.3,126.0
2024-09-11,site,SKU_11,284.61,0,0,16.35,0.44,124.0
2024-09-12,site,SKU_11,284.61,0,0,17.16,3.64,117.0
2024-09-13,site,SKU_11,284.61,0,0,15.27,3.11,114.0
2024-09-14,site,SKU_11,284.61,0,0,15.47,3.51,100.0
2024-09-15,site,SKU_11,284.61,0,0,17.37,3.64,99.0
2024-09-16,site,SKU_11,284.61,1,0,14.22,4.12,169.0
2024-09-17,site,SKU_11,284.61,0,0,13.51,4.21,119.0
2024-09-18,site,SKU_11,284.61,0,0,18.1,4.48,132.0
2024-09-19,site,SKU_11,284.61,0,0,15.96,6.92,116.0
2024-09-20,site,SKU_11,284.61,0,0,15.78,3.25,116.0
2024-09-21,site,SKU_11,284.61,1,0,13.56,3.07,152.0
2024-09-22,site,SKU_11,284.61,0,0,15.58,5.91,104.0
2024-09-23,site,SKU_11,284.61,0,0,15.0,6.03,109.0
2024-09-24,site,SKU_11,284.61,0,0,14.42,4.54,130.0
2024-09-25,site,SKU_11,284.61,0,0,14.05,3.71,126.0
2024-09-26,site,SKU_11,284.61,0,0,16.59,5.09,119.0
2024-09-27,site,SKU_11,284.61,0,0,17.95,2.2,117.0
2024-09-28,site,SKU_11,284.61,0,0,15.55,5.45,108.0
2024-09-29,site,SKU_11,284.61,1,0,17.43,8.43,155.0
2024-09-30,site,SKU_11,284.61,0,0,14.42,6.6,105.0
2024-10-01,site,SKU_11,285.39,0,0,13.05,1.42,128.0
2024-10-02,site,SKU_11,285.39,0,0,18.78,3.15,132.0
2024-10-03,site,SKU_11,285.39,0,0,16.86,7.69,118.0
2024-10-04,site,SKU_11,285.39,0,0,14.01,7.63,110.0
2024-10-05,site,SKU_11,285.39,0,0,14.65,9.45,100.0
2024-10-06,site,SKU_11,285.39,0,0,16.72,6.26,110.0
2024-10-07,site,SKU_11,285.39,0,0,16.36,8.44,120.0
2024-10-08,site,SKU_11,285.39,0,0,17.16,5.89,126.0
2024-10-09,site,SKU_11,285.39,0,0,12.29,5.09,135.0
2024-10-10,site,SKU_11,285.39,0,0,15.65,10.67,113.0
2024-10-11,site,SKU_11,285.39,0,0,18.01,9.21,115.0
2024-10-12,site,SKU_11,285.39,1,1,18.57,2.31,188.0
2024-10-13,site,SKU_11,285.39,0,0,15.68,10.39,111.0
2024-10-14,site,SKU_11,285.39,0,0,18.16,5.45,128.0
2024-10-15,site,SKU_11,285.39,0,0,15.45,9.76,123.0
2024-10-16,site,SKU_11,285.39,0,0,14.34,8.67,131.0
2024-10-17,site,SKU_11,285.39,0,0,16.61,5.03,126.0
2024-10-18,site,SKU_11,285.39,0,0,14.6,8.61,111.0
2024-10-19,site,SKU_11,285.39,0,0,17.62,11.27,105.0
2024-10-20,site,SKU_11,285.39,0,0,17.26,9.25,110.0
2024-10-21,site,SKU_11,285.39,0,0,18.65,6.61,121.0
2024-10-22,site,SKU_11,285.39,0,0,15.8,12.27,130.0
2024-10-23,site,SKU_11,285.39,0,0,17.26,5.07,129.0
2024-10-24,site,SKU_11,285.39,0,0,20.78,6.51,116.0
2024-10-25,site,SKU_11,285.39,0,0,15.13,9.94,116.0
2024-10-26,site,SKU_11,285.39,0,0,17.02,6.29,105.0
2024-10-27,site,SKU_11,285.39,0,0,18.16,4.52,109.0
2024-10-28,site,SKU_11,285.39,1,0,16.88,9.65,185.0
2024-10-29,site,SKU_11,285.39,0,0,15.97,5.7,132.0
2024-10-30,site,SKU_11,285.39,0,0,17.06,13.74,128.0
2024-10-31,site,SKU_11,285.39,0,0,14.9,8.67,126.0
2024-11-01,site,SKU_11,287.51,0,0,16.95,8.93,119.0
2024-11-02,site,SKU_11,287.51,0,1,16.58,14.88,119.0
2024-11-03,site,SKU_11,287.51,0,0,17.36,6.48,109.0
2024-11-04,site,SKU_11,287.51,0,0,15.65,11.14,121.0
2024-11-05,site,SKU_11,287.51,0,0,14.86,11.62,121.0
2024-11-06,site,SKU_11,287.51,0,0,18.04,9.1,135.0
2024-11-07,site,SKU_11,287.51,0,0,16.87,5.81,129.0
2024-11-08,site,SKU_11,287.51,0,0,17.84,9.34,124.0
2024-11-09,site,SKU_11,287.51,1,0,15.44,6.8,169.0
2024-11-10,site,SKU_11,287.51,0,0,20.34,8.92,105.0
2024-11-11,site,SKU_11,287.51,0,0,18.01,8.57,126.0
2024-11-12,site,SKU_11,287.51,0,0,17.55,11.86,132.0
2024-11-13,site,SKU_11,287.51,0,0,15.55,7.95,142.0
2024-11-14,site,SKU_11,287.51,0,0,18.84,10.23,126.0
2024-11-15,site,SKU_11,287.51,0,1,16.65,10.29,127.0
2024-11-16,site,SKU_11,287.51,0,0,18.4,6.55,111.0
2024-11-17,site,SKU_11,287.51,1,0,18.2,6.11,173.0
2024-11-18,site,SKU_11,287.51,0,0,20.88,13.68,131.0
2024-11-19,site,SKU_11,287.51,0,0,17.07,8.95,136.0
2024-11-20,site,SKU_11,287.51,0,0,19.69,5.41,140.0
2024-11-21,site,SKU_11,287.51,0,0,17.03,10.4,130.0
2024-11-22,site,SKU_11,287.51,0,0,20.27,13.54,114.0
2024-11-23,site,SKU_11,287.51,0,0,16.61,12.1,112.0
2024-11-24,site,SKU_11,287.51,0,0,21.23,11.39,109.0
2024-11-25,site,SKU_11,287.51,0,0,22.67,8.63,122.0
2024-11-26,site,SKU_11,287.51,0,0,16.71,12.94,132.0
2024-11-27,site,SKU_11,287.51,0,0,18.08,12.28,136.0
2024-11-28,site,SKU_11,287.51,0,0,21.9,5.72,141.0
2024-11-29,site,SKU_11,287.51,0,0,22.51,12.85,113.0
2024-11-30,site,SKU_11,287.51,0,0,19.95,10.88,116.0
2024-12-01,site,SKU_11,290.42,0,0,19.27,7.18,115.0
2024-12-02,site,SKU_11,290.42,0,0,20.98,10.4,119.0
2024-12-03,site,SKU_11,290.42,0,0,18.19,9.09,137.0
2024-12-04,site,SKU_11,290.42,0,0,17.46,13.34,132.0
2024-12-05,site,SKU_11,290.42,0,0,19.99,10.78,128.0
2024-12-06,site,SKU_11,290.42,0,0,19.88,6.26,129.0
2024-12-07,site,SKU_11,290.42,1,0,19.39,12.98,168.0
2024-12-08,site,SKU_11,290.42,0,0,21.32,10.76,117.0
2024-12-09,site,SKU_11,290.42,0,0,20.57,8.89,127.0
2024-12-10,site,SKU_11,290.42,0,0,19.24,11.72,127.0
2024-12-11,site,SKU_11,290.42,0,0,18.9,15.24,136.0
2024-12-12,site,SKU_11,290.42,0,0,22.67,17.22,122.0
2024-12-13,site,SKU_11,290.42,0,0,21.18,11.32,122.0
2024-12-14,site,SKU_11,290.42,0,0,22.57,7.36,115.0
2024-12-15,site,SKU_11,290.42,0,0,20.15,13.41,109.0
2024-12-16,site,SKU_11,290.42,0,0,23.21,11.97,120.0
2024-12-17,site,SKU_11,290.42,0,0,21.94,12.7,135.0
2024-12-18,site,SKU_11,290.42,0,0,22.36,11.91,139.0
2024-12-19,site,SKU_11,290.42,0,0,17.38,9.17,134.0
2024-12-20,site,SKU_11,290.42,0,0,21.37,16.03,112.0
2024-12-21,site,SKU_11,290.42,0,0,17.84,9.4,120.0
2024-12-22,site,SKU_11,290.42,0,0,23.89,12.46,117.0
2024-12-23,site,SKU_11,290.42,1,0,24.42,10.53,182.0
2024-12-24,site,SKU_11,290.42,0,0,19.13,14.63,130.0
2024-12-25,site,SKU_11,290.42,0,1,24.99,10.79,147.0
2024-12-26,site,SKU_11,290.42,0,0,23.5,11.0,124.0
2024-12-27,site,SKU_11,290.42,0,0,22.86,9.88,116.0
2024-12-28,site,SKU_11,290.42,0,0,19.81,14.13,103.0
2024-12-29,site,SKU_11,290.42,0,0,24.02,12.27,113.0
2024-12-30,site,SKU_11,290.42,0,0,25.38,12.7,125.0
2024-12-31,site,SKU_11,290.42,1,0,23.51,10.33,202.0
2025-01-01,site,SKU_11,293.32,0,1,23.27,16.26,146.0
2025-01-02,site,SKU_11,293.32,0,0,22.37,13.48,128.0
2025-01-03,site,SKU_11,293.32,0,0,21.68,12.08,123.0
2025-01-04,site,SKU_11,293.32,1,0,22.56,13.45,163.0
2025-01-05,site,SKU_11,293.32,1,0,21.3,14.6,167.0
2025-01-06,site,SKU_11,293.32,0,0,24.35,10.33,125.0
2025-01-07,site,SKU_11,293.32,0,0,20.36,14.91,125.0
2025-01-08,site,SKU_11,293.32,1,0,23.48,13.21,190.0
2025-01-09,site,SKU_11,293.32,0,0,23.86,13.6,130.0
2025-01-10,site,SKU_11,293.32,0,0,25.92,15.39,111.0
2025-01-11,site,SKU_11,293.32,0,0,24.62,12.5,108.0
2025-01-12,site,SKU_11,293.32,0,0,27.53,11.09,123.0
2025-01-13,site,SKU_11,293.32,0,0,24.72,13.58,121.0
2025-01-14,site,SKU_11,293.32,0,0,23.96,14.43,127.0
2025-01-15,site,SKU_11,293.32,0,0,26.73,5.52,138.0
2025-01-16,site,SKU_11,293.32,0,0,24.92,11.96,129.0
2025-01-17,site,SKU_11,293.32,0,0,24.98,9.65,122.0
2025-01-18,site,SKU_11,293.32,0,0,25.53,15.43,105.0
2025-01-19,site,SKU_11,293.32,0,0,25.79,11.49,112.0
2025-01-20,site,SKU_11,293.32,0,0,26.63,8.74,122.0
2025-01-21,site,SKU_11,293.32,0,0,24.2,13.36,139.0
2025-01-22,site,SKU_11,293.32,0,0,23.71,12.38,135.0
2025-01-23,site,SKU_11,293.32,0,0,21.27,9.12,121.0
2025-01-24,site,SKU_11,293.32,1,0,20.55,8.78,178.0
2025-01-25,site,SKU_11,293.32,1,0,23.72,11.01,171.0
2025-01-26,site,SKU_11,293.32,0,0,28.34,13.41,113.0
2025-01-27,site,SKU_11,293.32,0,0,26.26,10.89,130.0
2025-01-28,site,SKU_11,293.32,0,0,27.02,13.23,129.0
2025-01-29,site,SKU_11,293.32,0,0,23.65,12.92,135.0
2025-01-30,site,SKU_11,293.32,0,0,30.33,9.97,130.0
2025-01-31,site,SKU_11,293.32,0,0,25.66,10.65,115.0
2025-02-01,site,SKU_11,295.45,1,0,25.62,12.38,163.0
2025-02-02,site,SKU_11,295.45,0,0,26.52,12.44,112.0
2025-02-03,site,SKU_11,295.45,0,0,26.71,10.93,129.0
2025-02-04,site,SKU_11,295.45,0,0,27.87,13.73,136.0
2025-02-05,site,SKU_11,295.45,0,0,27.28,12.39,141.0
2025-02-06,site,SKU_11,295.45,0,0,27.95,14.93,117.0
2025-02-07,site,SKU_11,295.45,0,0,30.0,11.17,120.0
2025-02-08,site,SKU_11,295.45,0,0,27.17,9.81,108.0
2025-02-09,site,SKU_11,295.45,1,0,27.5,13.72,164.0
2025-02-10,site,SKU_11,295.45,0,0,29.64,8.77,115.0
2025-02-11,site,SKU_11,295.45,0,0,26.78,14.21,128.0
2025-02-12,site,SKU_11,295.45,1,0,27.81,12.87,195.0
2025-02-13,site,SKU_11,295.45,0,0,28.89,12.7,124.0
2025-02-14,site,SKU_11,295.45,0,0,25.73,8.69,112.0
2025-02-15,site,SKU_11,295.45,0,0,32.14,11.67,109.0
2025-02-16,site,SKU_11,295.45,1,0,25.74,6.9,174.0
2025-02-17,site,SKU_11,295.45,0,0,25.61,12.78,121.0
2025-02-18,site,SKU_11,295.45,0,0,28.36,11.7,129.0
2025-02-19,site,SKU_11,295.45,0,0,29.22,12.78,130.0
2025-02-20,site,SKU_11,295.45,0,0,28.03,7.66,129.0
2025-02-21,site,SKU_11,295.45,0,0,25.93,7.91,123.0
2025-02-22,site,SKU_11,295.45,0,0,28.19,11.0,112.0
2025-02-23,site,SKU_11,295.45,0,0,30.95,11.33,111.0
2025-02-24,site,SKU_11,295.45,0,0,26.77,10.99,128.0
2025-02-25,site,SKU_11,295.45,0,0,28.15,9.58,133.0
2025-02-26,site,SKU_11,295.45,0,0,27.07,7.14,136.0
2025-02-27,site,SKU_11,295.45,0,0,30.75,9.05,128.0
2025-02-28,site,SKU_11,295.45,0,0,28.84,8.99,124.0
2025-03-01,site,SKU_11,296.23,0,0,30.79,11.72,105.0
2025-03-02,site,SKU_11,296.23,0,0,30.33,12.19,107.0
2025-03-03,site,SKU_11,296.23,0,0,27.69,12.49,120.0
2025-03-04,site,SKU_11,296.23,0,0,29.22,12.13,127.0
2025-03-05,site,SKU_11,296.23,0,0,30.88,9.11,137.0
2025-03-06,site,SKU_11,296.23,0,0,31.52,4.83,134.0
2025-03-07,site,SKU_11,296.23,0,0,28.05,12.91,117.0
2025-03-08,site,SKU_11,296.23,0,0,31.12,5.48,112.0
2025-03-09,site,SKU_11,296.23,0,0,28.64,11.91,107.0
2025-03-10,site,SKU_11,296.23,0,0,32.11,10.47,116.0
2025-03-11,site,SKU_11,296.23,0,0,29.24,9.01,128.0
2025-03-12,site,SKU_11,296.23,0,0,29.92,7.57,127.0
2025-03-13,site,SKU_11,296.23,0,0,29.8,8.13,126.0
2025-03-14,site,SKU_11,296.23,0,0,32.0,8.28,119.0
2025-03-15,site,SKU_11,296.23,0,0,29.86,10.0,105.0
2025-03-16,site,SKU_11,296.23,0,0,27.97,11.04,104.0
2025-03-17,site,SKU_11,296.23,0,0,28.23,4.82,122.0
2025-03-18,site,SKU_11,296.23,0,0,29.25,5.81,141.0
2025-03-19,site,SKU_11,296.23,0,0,29.35,10.15,133.0
2025-03-20,site,SKU_11,296.23,0,0,31.15,7.46,129.0
2025-03-21,site,SKU_11,296.23,0,0,30.21,7.03,121.0
2025-03-22,site,SKU_11,296.23,0,0,27.61,4.54,107.0
2025-03-23,site,SKU_11,296.23,0,0,32.37,5.74,115.0
2025-03-24,site,SKU_11,296.23,0,0,31.47,4.63,117.0
2025-03-25,site,SKU_11,296.23,0,0,30.95,7.16,125.0
2025-03-26,site,SKU_11,296.23,0,0,27.17,5.53,128.0
2025-03-27,site,SKU_11,296.23,0,0,31.44,7.82,128.0
2025-03-28,site,SKU_11,296.23,0,0,30.87,8.09,121.0
2025-03-29,site,SKU_11,296.23,1,0,31.1,10.03,148.0
2025-03-30,site,SKU_11,296.23,0,0,28.55,8.85,115.0
2025-03-31,site,SKU_11,296.23,0,0,28.96,7.31,116.0
2025-04-01,site,SKU_11,295.45,0,0,29.72,4.19,130.0
2025-04-02,site,SKU_11,295.45,0,0,27.34,3.26,130.0
2025-04-03,site,SKU_11,295.45,0,0,26.99,11.73,113.0
2025-04-04,site,SKU_11,295.45,0,0,29.42,6.08,116.0
2025-04-05,site,SKU_11,295.45,0,0,31.17,6.25,109.0
2025-04-06,site,SKU_11,295.45,0,0,29.86,2.51,118.0
2025-04-07,site,SKU_11,295.45,0,0,30.38,5.96,111.0
2025-04-08,site,SKU_11,295.45,0,0,29.23,7.38,132.0
2025-04-09,site,SKU_11,295.45,0,0,31.55,4.64,127.0
2025-04-10,site,SKU_11,295.45,0,0,27.23,7.74,134.0
2025-04-11,site,SKU_11,295.45,0,0,29.21,6.95,107.0
2025-04-12,site,SKU_11,295.45,1,0,34.35,0.7,166.0
2025-04-13,site,SKU_11,295.45,0,0,27.34,4.0,103.0
2025-04-14,site,SKU_11,295.45,0,0,30.68,3.28,123.0
2025-04-15,site,SKU_11,295.45,0,0,29.2,0.0,132.0
2025-04-16,site,SKU_11,295.45,0,0,30.98,5.69,125.0
2025-04-17,site,SKU_11,295.45,0,0,28.62,4.79,124.0
2025-04-18,site,SKU_11,295.45,0,0,28.4,3.62,108.0
2025-04-19,site,SKU_11,295.45,0,0,27.37,5.85,105.0
2025-04-20,site,SKU_11,295.45,1,0,30.79,7.46,161.0
2025-04-21,site,SKU_11,295.45,0,1,28.51,3.57,132.0
2025-04-22,site,SKU_11,295.45,0,0,30.02,6.87,127.0
2025-04-23,site,SKU_11,295.45,0,0,27.66,5.08,130.0
2025-04-24,site,SKU_11,295.45,0,0,29.31,0.88,123.0
2025-04-25,site,SKU_11,295.45,0,0,27.36,1.89,115.0
2025-04-26,site,SKU_11,295.45,0,0,25.92,4.73,108.0
2025-04-27,site,SKU_11,295.45,0,0,30.21,6.62,99.0
2025-04-28,site,SKU_11,295.45,0,0,30.21,4.62,112.0
2025-04-29,site,SKU_11,295.45,0,0,25.04,5.04,120.0
2025-04-30,site,SKU_11,295.45,0,0,27.48,2.22,126.0
2025-05-01,site,SKU_11,293.32,0,1,28.62,0.51,133.0
2025-05-02,site,SKU_11,293.32,0,0,28.75,4.46,116.0
2025-05-03,site,SKU_11,293.32,0,0,28.05,0.0,102.0
2025-05-04,site,SKU_11,293.32,0,0,35.14,1.88,106.0
2025-05-05,site,SKU_11,293.32,0,0,28.56,0.15,117.0
2025-05-06,site,SKU_11,293.32,0,0,28.94,2.04,120.0
2025-05-07,site,SKU_11,293.32,0,0,26.42,5.81,118.0
2025-05-08,site,SKU_11,293.32,0,0,27.57,0.08,115.0
2025-05-09,site,SKU_11,293.32,1,0,29.84,3.32,165.0
2025-05-10,site,SKU_11,293.32,0,0,27.88,2.3,92.0
2025-05-11,site,SKU_11,293.32,1,0,30.34,0.85,153.0
2025-05-12,site,SKU_11,293.32,0,0,28.16,2.59,106.0
2025-05-13,site,SKU_11,293.32,1,0,26.71,0.0,185.0
2025-05-14,site,SKU_11,293.32,0,0,26.89,1.76,120.0
2025-05-15,site,SKU_11,293.32,1,0,28.81,4.32,171.0
2025-05-16,site,SKU_11,293.32,0,0,26.52,1.57,105.0
2025-05-17,site,SKU_11,293.32,0,0,27.73,1.3,99.0
2025-05-18,site,SKU_11,293.32,0,0,28.56,0.66,107.0
