plan_type,billing_cycle,industry,region,monthly_fee,num_seats,tenure_months,support_tickets_last_90d,days_since_last_login,feature_adoption_score,nps_score,late_payments_last_12m,churn
starter,annual,fintech,latam,245.48,45,22,4,7,0.6955419672287083,21.799697449516657,1,1
growth,monthly,edtech,north_america,2475.26,419,9,1,35,0.9524657877699294,23.479117133325268,0,1
enterprise,monthly,healthcare,north_america,1797.12,305,23,3,38,0.6318421213707778,35.773825910130874,3,1
growth,monthly,retail,europe,1323.95,364,44,2,4,0.6654849961638335,30.689699047949194,1,0
growth,monthly,healthcare,latam,1094.38,150,23,7,30,0.6925764979850196,59.541702973468134,2,1
starter,annual,retail,north_america,1196.92,292,39,3,36,0.5069538968931988,33.086079282621704,0,1
growth,monthly,logistics,latam,1145.23,148,33,5,4,0.48030771802839684,-6.161821783528103,0,0
starter,monthly,fintech,north_america,120.9,10,58,3,3,0.4579847961017531,-0.3674450978748638,5,0
enterprise,monthly,healthcare,latam,2131.72,206,35,3,10,0.5199684421311025,22.261082398158155,3,1
starter,annual,edtech,latam,2240.66,441,12,2,9,0.9927356298824555,45.3229505941852,2,0
growth,monthly,fintech,latam,941.09,111,53,0,10,0.9478662975952734,10.59391633854213,1,0
starter,monthly,logistics,north_america,258.84,75,18,5,35,0.5609729592630488,43.63186344720739,0,1
starter,monthly,logistics,north_america,1610.85,415,25,3,9,0.544304166539231,9.591006196176718,1,0
growth,monthly,retail,north_america,1621.85,409,59,3,23,0.2335663355100407,31.810612078438737,3,0
growth,annual,logistics,latam,1844.0,381,23,2,15,0.4410330882185359,37.94873311414674,1,0
growth,monthly,retail,europe,1147.09,439,6,8,14,0.4743193665600873,0.5611790849716485,0,0
enterprise,monthly,retail,europe,2714.27,446,30,1,40,0.5408568236705835,37.49524174708639,0,0
enterprise,annual,fintech,latam,1867.37,413,33,2,14,0.5174572359132186,66.77324809404645,0,0
enterprise,monthly,fintech,north_america,2388.25,434,57,2,10,0.6586565923154822,23.25882792731594,0,0
starter,monthly,healthcare,north_america,1702.31,335,59,1,10,0.7594907860100146,29.834637582807705,1,0
growth,monthly,retail,europe,830.68,143,1,2,41,0.4889966401915851,34.08113920261566,3,0
enterprise,monthly,retail,latam,2215.39,207,63,4,37,0.8786467007361898,30.17515812640303,2,0
starter,annual,healthcare,north_america,398.74,173,62,1,24,0.6822200431721673,28.57718022571438,1,1
starter,annual,retail,latam,1088.03,230,15,3,24,0.7798904236647447,26.72260527556383,2,1
growth,annual,healthcare,latam,897.05,315,29,1,23,0.5408815643978988,-9.618440196721373,1,0
growth,annual,healthcare,north_america,584.49,111,64,3,26,0.7183628305118581,38.87049932861686,2,1
growth,monthly,healthcare,north_america,396.14,10,48,1,30,0.7016318783688215,2.2006118730184454,2,0
enterprise,monthly,edtech,latam,1629.44,272,29,3,2,0.884165353973076,37.03569652771318,1,0
growth,annual,retail,north_america,1699.96,447,64,1,36,0.7374847286303837,44.828262853052514,0,1
starter,annual,edtech,north_america,2134.14,388,53,5,33,0.7736675337937238,37.765555220288036,0,0
starter,annual,fintech,europe,113.85,7,43,3,43,0.5247780090103409,6.791968490746425,1,1
starter,monthly,retail,europe,1527.68,270,1,6,19,0.8352661560838247,35.569790518789866,3,1
starter,annual,logistics,north_america,646.88,240,54,5,0,0.3902922512980393,22.872452036373407,1,0
growth,annual,fintech,north_america,844.32,192,15,2,16,0.5168528180896746,13.843206295251388,2,0
growth,annual,retail,latam,1568.77,301,77,5,17,0.6706342156730658,77.5261332277239,1,1
starter,annual,fintech,north_america,393.54,193,16,1,27,0.41251286674411053,6.443453007154984,0,1
starter,monthly,fintech,europe,1881.21,411,3,2,8,0.4538277347432155,39.873559096493274,3,0
enterprise,monthly,retail,latam,3286.56,408,32,5,3,0.4539177006661869,64.61842822198426,1,0
starter,monthly,fintech,north_america,946.76,290,30,1,6,0.6881595783513568,37.18692504573708,1,0
growth,monthly,retail,europe,1160.74,207,30,5,30,0.5913883178302034,13.236884596809151,1,1
growth,annual,logistics,north_america,1136.95,269,77,0,6,0.7934717774800518,14.769994265579783,1,0
growth,monthly,healthcare,latam,2077.4,405,23,3,28,0.9585062592786034,-5.527106581930806,1,1
starter,monthly,fintech,europe,593.25,137,70,3,31,0.6686787154467454,30.243318168138607,2,0
growth,monthly,logistics,north_america,1721.66,391,14,4,25,0.5279339541466485,31.12599755357227,1,0
starter,annual,retail,north_america,555.34,267,52,5,2,0.6862999560289559,21.983384765023928,1,0
growth,monthly,logistics,europe,477.54,31,11,4,5,0.4587730872800335,62.17145698452781,2,1
starter,monthly,healthcare,latam,1290.11,338,20,3,37,0.6085404305498326,27.104026405969734,0,1
growth,annual,edtech,north_america,607.87,93,13,1,27,1.0,-9.20066865219402,0,0
growth,monthly,logistics,north_america,1145.6,233,28,7,33,0.5834426765058693,64.39542927509329,2,1
starter,monthly,fintech,north_america,1303.98,427,39,4,42,0.6744771433776391,0.43703214268630397,2,0
starter,monthly,edtech,latam,1006.11,351,72,4,18,0.5909253204271578,41.14139516442742,0,1
starter,monthly,edtech,north_america,724.22,315,63,9,40,0.54627518777317,44.2886160470172,3,1
starter,annual,edtech,north_america,179.9,34,58,1,19,0.7065623710734736,27.080836468664895,3,1
starter,annual,fintech,north_america,880.25,387,41,6,40,0.39123634696460163,51.40298460099102,0,1
enterprise,monthly,retail,latam,1434.15,152,24,5,30,0.5900863232390255,30.855561198426546,1,1
starter,annual,fintech,europe,210.28,25,25,5,10,0.375659408989542,20.385080764479074,0,0
growth,annual,logistics,latam,1160.19,432,11,2,0,0.8980053116821994,-21.016274684394947,1,0
enterprise,monthly,fintech,latam,1470.99,88,56,4,41,0.7976973073162263,-12.542454897889115,1,1
starter,monthly,fintech,europe,700.23,147,65,7,17,0.48172910832140187,95.11527937713802,0,0
growth,monthly,logistics,north_america,634.83,66,46,3,38,0.28595028841619874,46.680559956294275,3,1
enterprise,annual,healthcare,north_america,1705.84,280,48,2,8,0.7082663787608597,59.1884113098309,1,0
growth,monthly,retail,north_america,2309.12,390,31,5,20,0.6121309362527191,89.4236093852225,1,1
starter,monthly,healthcare,north_america,535.62,235,80,2,8,1.0,20.45185758226017,1,0
starter,annual,edtech,europe,1488.23,391,74,4,5,0.8723122752110317,25.774292225669633,1,0
starter,annual,healthcare,north_america,2115.16,421,34,1,24,0.7343268167269004,-10.43882430314961,2,0
growth,annual,retail,europe,1658.16,393,63,3,19,0.5249170681598645,22.212430760874472,0,0
enterprise,annual,retail,north_america,1612.4,75,29,3,11,0.5729129901146859,21.582675416475027,1,1
enterprise,monthly,healthcare,latam,1610.71,95,11,5,15,0.6743795979092294,19.785607722525185,1,1
starter,annual,healthcare,north_america,487.32,136,25,4,16,0.683905927877468,54.402658499414386,3,0
growth,monthly,fintech,north_america,868.79,288,70,2,9,0.49261993369866053,46.34421797789287,3,0
starter,monthly,edtech,north_america,1961.58,388,40,2,32,0.3744690928130326,51.26282710088739,2,1
enterprise,annual,fintech,latam,1907.44,142,72,2,13,0.9670808587661105,-0.100597603195272,0,0
starter,monthly,healthcare,latam,1305.77,300,27,3,27,0.6260945556506713,29.861247746594778,2,1
enterprise,monthly,healthcare,europe,1442.76,86,39,5,33,0.6963541086381192,37.41496701391344,2,0
growth,annual,retail,europe,1271.04,245,7,3,14,0.465661676896469,74.00081816640774,0,0
starter,monthly,edtech,latam,629.34,351,65,3,2,0.86591551241155,31.969181789489834,0,0
starter,monthly,retail,europe,666.34,179,26,2,2,0.8072143398654776,25.23873766124369,3,0
growth,monthly,logistics,north_america,757.4,75,8,7,26,0.6308856812633841,55.24614352331625,0,0
starter,annual,edtech,north_america,536.58,186,19,4,1,0.6578203080659109,22.968957992736605,0,0
growth,annual,logistics,north_america,1800.47,343,56,1,5,0.6712970588951916,40.44852739976483,1,0
enterprise,monthly,edtech,latam,2006.32,420,68,4,21,0.6376731292653219,39.73720034808682,1,1
growth,monthly,fintech,latam,1577.65,278,80,2,12,0.7204230006562237,16.684673336568697,0,0
starter,annual,logistics,latam,1083.52,302,20,2,18,0.6877854844627505,12.573883031270356,1,1
starter,monthly,edtech,europe,642.99,190,50,2,31,0.5883375190894399,27.242416802418035,0,0
starter,monthly,retail,north_america,1571.34,418,39,6,35,0.40965585696240614,17.612390755196458,1,1
enterprise,monthly,fintech,europe,3066.88,391,60,4,17,0.6154389858121039,-7.959631134727044,0,0
starter,monthly,fintech,latam,2219.96,437,56,2,3,0.7550467097300828,45.316237441341286,0,0
starter,monthly,retail,latam,1228.68,388,6,3,8,0.7409884792004796,41.688378377613674,1,0
starter,annual,retail,north_america,1094.76,247,13,1,38,0.8562345518252217,10.17324317166459,1,1
enterprise,annual,edtech,north_america,2406.14,432,49,4,0,0.8752821077294168,7.844954217259312,2,0
starter,monthly,retail,north_america,1008.48,275,45,2,9,0.7462923910615775,39.726752726416414,1,0
enterprise,annual,retail,europe,2317.89,271,74,1,43,0.6537396330342164,70.05014694892381,2,1
growth,monthly,healthcare,latam,1095.75,296,71,5,15,0.6818306394140857,52.49862449055847,0,0
growth,monthly,fintech,north_america,589.75,86,5,3,1,0.5166129003749871,56.81528619645334,1,1
enterprise,annual,fintech,europe,2017.87,378,49,1,38,0.7638698466902332,20.692674981684448,1,0
growth,monthly,edtech,latam,993.51,165,34,3,33,0.8582614245677119,37.97099120217144,2,0
enterprise,annual,retail,europe,2650.04,297,41,1,37,0.8074929846590236,24.82239842085068,1,0
starter,monthly,logistics,latam,2064.52,380,6,4,30,0.7201448747138627,10.57422088096127,1,1
growth,monthly,edtech,latam,633.62,54,70,3,23,0.5766822911186981,32.69588977578387,2,0
growth,monthly,edtech,latam,981.69,137,14,1,31,0.5559250353550647,7.173912953821894,0,0
growth,monthly,retail,latam,1787.28,424,79,2,3,0.5912387290827904,10.116681971950896,2,1
enterprise,annual,edtech,north_america,1979.0,164,78,2,4,0.48856990207686246,17.31770635587462,0,0
enterprise,annual,logistics,north_america,1951.82,298,69,1,26,0.6694413861404762,19.876431593141884,1,0
growth,monthly,edtech,europe,1249.1,254,10,2,21,0.11662794045049707,27.292562345321333,5,0
growth,monthly,fintech,latam,2372.03,391,34,4,34,0.5230180026367329,-21.590792094277926,0,0
growth,annual,edtech,latam,1229.66,231,2,2,42,0.632266146780692,5.623602939868149,3,1
starter,annual,fintech,latam,856.29,192,51,1,11,1.0,65.70096992524027,0,0
starter,monthly,fintech,latam,138.85,10,72,1,14,0.6207967469309734,27.787602785303907,1,0
starter,monthly,edtech,north_america,1112.74,215,44,3,8,0.6274296800276434,41.473349528625526,3,0
starter,monthly,logistics,north_america,583.83,264,2,2,36,0.46996461926284905,37.98772217748062,3,1
starter,monthly,fintech,north_america,1027.43,310,26,4,22,0.9295164975260118,25.40139310374593,0,0
growth,monthly,fintech,north_america,2190.37,351,15,1,15,0.47358981040666237,6.809568451306108,0,0
starter,monthly,logistics,north_america,1975.14,350,37,3,33,0.9859037346240359,14.802916628561224,1,1
enterprise,monthly,fintech,europe,1976.98,208,31,4,20,0.48681038632075235,75.00179262461597,1,0
growth,monthly,fintech,north_america,451.6,38,69,3,22,0.7894935374430988,15.201491663701148,1,1
starter,monthly,edtech,europe,668.12,116,19,5,37,0.6097944446531987,69.32011068909463,1,1
starter,annual,logistics,europe,1035.75,185,25,3,10,0.5187720565038884,18.032491468104975,2,0
starter,monthly,retail,north_america,1282.21,440,20,7,29,0.8017261636085232,20.339594909596705,1,1
enterprise,monthly,retail,latam,2739.49,347,74,2,39,0.8591299800769436,29.834358749558223,2,0
starter,monthly,healthcare,latam,2231.49,402,25,8,39,0.5866047093013143,23.773724420038775,0,1
growth,monthly,healthcare,europe,1789.01,446,83,9,39,0.6156466386314928,5.474825280249473,0,1
enterprise,annual,edtech,latam,1313.22,62,56,2,9,0.5457305458223012,27.65889091357147,1,0
enterprise,monthly,logistics,north_america,1238.67,8,26,1,29,0.6603300484962698,-7.331778770818422,2,1
starter,monthly,healthcare,north_america,1185.37,259,50,3,25,0.42296078740552673,36.745927277619366,0,1
starter,annual,healthcare,europe,647.48,121,11,4,3,0.1351908112304605,33.395040610690096,0,0
starter,annual,healthcare,north_america,1717.77,391,76,3,24,0.2833589305299438,45.48209227589799,3,0
starter,annual,fintech,europe,766.56,210,80,3,10,0.5802088735049701,16.075675198490142,3,0
starter,monthly,healthcare,north_america,136.51,7,25,1,23,0.4274212033425571,45.71909976516628,0,0
growth,monthly,fintech,latam,755.94,102,15,5,27,0.5988338765639317,38.3359513113157,2,1
enterprise,annual,edtech,latam,1758.18,155,36,3,31,0.5277535374931139,31.060466815785407,0,1
growth,monthly,healthcare,north_america,404.89,15,65,2,35,0.49285357059905643,75.45047596458568,1,1
growth,annual,edtech,north_america,1004.85,144,53,3,26,0.5032080114439917,39.29961413655306,0,1
starter,annual,retail,north_america,1059.46,244,4,2,21,0.7940966319937256,16.867096507440397,4,1
growth,monthly,logistics,europe,1070.28,402,1,2,43,0.6623503722522105,64.87073711493022,0,0
growth,monthly,logistics,latam,1113.74,293,20,4,13,0.9016909195601115,40.24512210287612,1,0
enterprise,monthly,retail,north_america,1356.33,44,63,3,13,0.6385868607138157,70.69196285589625,2,0
enterprise,monthly,fintech,latam,1606.17,188,22,2,39,0.27620890394911285,-16.519249452581022,1,1
starter,annual,edtech,north_america,1802.41,346,75,4,43,0.4321157214748789,20.785539075801605,0,0
starter,annual,fintech,latam,872.88,168,25,5,17,0.6407229031559126,20.845312810725904,1,0
starter,monthly,healthcare,europe,1248.66,254,75,2,38,0.6635560792923205,-17.32149399549199,0,0
starter,annual,fintech,europe,1592.18,443,77,3,41,0.5145218444293116,31.981447608813436,2,1
enterprise,monthly,logistics,europe,1370.24,64,61,4,38,0.4767669300627804,19.078537910365977,0,0
starter,annual,fintech,north_america,1146.96,216,15,1,23,0.5105646595578978,-19.973907337804548,3,0
growth,monthly,retail,north_america,1149.56,275,6,3,34,0.593997500448369,9.609914481321766,3,1
growth,annual,retail,europe,1689.51,359,15,1,27,0.6111776407946623,61.273259774667864,2,1
starter,annual,edtech,north_america,1106.21,377,53,6,1,0.4223822609233688,49.80953301938729,1,0
starter,monthly,healthcare,north_america,810.38,131,58,2,5,0.6643256827749106,10.91861624484861,1,0
growth,monthly,logistics,north_america,1262.67,211,82,4,42,0.6626649892846613,10.218950414058362,2,1
growth,annual,edtech,europe,2353.27,374,80,4,12,0.6002092312823826,48.660282798616635,1,0
starter,monthly,retail,latam,2113.19,377,26,4,7,0.4956214992808361,-19.173834591870822,0,0
starter,annual,retail,europe,966.03,371,33,2,43,0.7408830467142287,42.24604119514302,0,1
growth,annual,edtech,north_america,1680.48,301,65,2,15,0.8582518040922248,-15.962119297826082,3,0
starter,annual,edtech,north_america,509.27,122,65,0,32,0.539317065831647,67.40791786485039,1,1
enterprise,monthly,retail,north_america,1871.47,167,27,6,35,0.506870877128405,43.800916901118136,0,1
starter,monthly,healthcare,europe,1094.56,296,3,3,21,0.7038652379171532,-16.25723190090296,1,1
starter,annual,fintech,north_america,299.5,116,9,3,28,0.4092947877203034,18.868257078694874,1,1
growth,monthly,fintech,europe,1645.69,307,69,4,23,0.3902184769647862,35.61503273828671,0,0
growth,monthly,fintech,latam,1152.81,233,29,1,20,0.5032084041626641,-19.685442645119657,1,0
growth,monthly,fintech,europe,755.91,200,61,5,3,0.6757070732102715,26.95507156372327,2,0
starter,annual,fintech,europe,762.43,161,67,2,4,0.4615204045067565,39.55845693286665,3,1
enterprise,monthly,logistics,latam,1943.83,348,75,1,35,0.6166245004645173,-21.644480801221903,2,0
growth,monthly,edtech,latam,1405.32,211,41,1,38,0.2583197461178553,45.906876785960804,0,1
growth,monthly,logistics,north_america,570.82,140,53,2,3,0.7310226217099951,25.006431323022206,0,1
starter,annual,edtech,europe,652.97,174,17,2,13,0.8792821174321069,50.00346073778685,1,0
starter,monthly,edtech,europe,727.83,219,79,4,17,0.4562233899677162,22.3723221000524,1,1
growth,annual,fintech,latam,1753.21,279,74,2,1,0.6999385412349679,2.630049825029653,0,0
starter,annual,edtech,north_america,2090.25,445,33,2,18,0.5825498143270699,0.28686102420514636,3,1
growth,annual,healthcare,europe,745.47,155,31,9,42,0.6391102747410937,20.50977575653,0,1
starter,annual,retail,europe,333.16,82,61,4,27,0.5757393234617207,23.470165232142243,1,0
enterprise,monthly,logistics,latam,2980.12,440,35,2,40,0.5653692113841968,53.53740850087855,0,1
growth,annual,logistics,europe,719.64,69,61,2,18,0.47003571989769233,21.29678591449343,1,0
enterprise,monthly,healthcare,latam,2469.03,406,8,3,33,0.4232830048342816,-9.447722297256112,2,0
growth,annual,edtech,north_america,668.35,66,23,5,43,0.8178898800501728,17.01216626147837,1,1
starter,monthly,fintech,latam,820.28,165,65,6,24,0.31776944877756913,-8.580657549272418,2,1
growth,annual,fintech,north_america,2291.01,449,77,0,35,0.616636721634542,36.398545499749424,0,1
growth,annual,fintech,latam,538.05,77,3,1,8,0.60845850445083,41.91689647118569,2,0
growth,monthly,fintech,latam,468.81,74,65,1,43,0.6115534128625759,46.006967761972916,1,0
starter,annual,edtech,north_america,1028.0,275,6,1,44,0.7396760270530656,20.739700839573842,0,1
growth,monthly,retail,north_america,695.35,88,72,3,23,0.5532670803262276,11.20416752595043,1,1
enterprise,monthly,fintech,latam,1244.34,13,22,3,4,0.7375402275996851,15.74245654781616,0,0
growth,monthly,logistics,europe,1299.65,313,31,4,13,0.9774579593067683,25.808069054548774,0,0
starter,monthly,retail,europe,1242.88,431,60,2,13,0.5926018925917248,15.77983762037346,1,1
growth,monthly,retail,north_america,2037.64,342,70,4,44,0.25424383413566715,66.63066550822738,4,1
growth,annual,retail,europe,1294.69,434,35,4,2,0.5943416436327845,19.214697367038447,0,1
enterprise,monthly,retail,north_america,1562.11,238,27,3,3,0.5766644784016112,25.54458995784391,2,1
starter,monthly,retail,north_america,634.35,277,82,3,37,0.6923630340891624,9.966570298138887,1,1
starter,annual,retail,latam,1544.87,442,81,6,41,0.26106756707284007,10.508507821639377,3,1
growth,annual,logistics,north_america,1201.84,228,44,3,11,0.6784095097424289,-2.5529637454439538,2,0
growth,monthly,healthcare,europe,434.8,20,2,5,4,0.5441434319622886,3.315647783233901,1,0
growth,annual,retail,north_america,757.04,109,81,4,42,0.7644924732352837,72.9319657812107,4,1
growth,monthly,fintech,north_america,1479.9,280,52,4,36,0.5266780741426924,41.05264042219831,2,0
starter,monthly,logistics,latam,858.44,386,46,3,32,0.7762373259568349,19.86682624215457,2,1
growth,monthly,healthcare,north_america,1241.23,274,10,1,35,0.34806892665839606,12.24251026917111,1,1
starter,annual,healthcare,north_america,897.28,184,83,4,42,0.6232009607162624,57.64730046227502,0,0
starter,monthly,logistics,north_america,507.36,146,60,2,29,0.44507047702200253,7.943863857823031,5,1
growth,monthly,retail,north_america,1128.08,308,19,2,4,0.5321397325845513,-12.87705886684022,0,1
growth,annual,fintech,europe,1403.37,405,31,1,35,1.0,39.40473580728883,2,0
enterprise,monthly,healthcare,north_america,1583.13,127,29,3,3,0.4490774785952519,5.758376553342162,2,0
starter,monthly,retail,latam,477.76,250,73,3,3,0.5529328292802947,-2.8035027433208466,1,0
starter,annual,logistics,latam,1091.64,194,40,1,21,0.4141265295861328,1.7820461077203475,1,1
enterprise,annual,retail,latam,1462.58,113,73,3,16,0.5647408222765601,37.96028310006234,2,0
starter,monthly,healthcare,latam,1005.53,184,58,3,25,0.5930070467241971,25.498240005936164,3,0
starter,monthly,retail,latam,171.42,42,31,1,15,0.48777697827183414,4.372915876033469,0,1
starter,annual,retail,europe,724.39,239,34,2,38,0.9037458235584442,39.26890086104228,2,1
growth,monthly,fintech,north_america,532.67,50,68,2,44,0.827930433784252,8.139259714760527,2,0
enterprise,monthly,logistics,europe,1644.66,214,42,2,43,0.44957448784331033,-11.25544146243752,1,1
growth,monthly,fintech,north_america,2550.36,404,57,0,21,0.7670074144924985,-3.388412303716983,1,0
growth,monthly,logistics,latam,603.74,68,11,0,23,0.5335839603400536,28.52799783743012,1,1
starter,annual,edtech,latam,637.98,114,36,1,2,0.39872397756342587,9.194326413854203,2,0
starter,monthly,fintech,north_america,947.53,325,48,3,39,0.49078619232336235,30.526289167229855,2,1
growth,monthly,edtech,north_america,1271.22,408,29,3,11,0.39392620784593596,54.697450361346576,1,0
starter,monthly,edtech,north_america,2201.53,430,71,1,11,0.7894138458574971,12.879873098456486,2,0
starter,monthly,retail,north_america,232.45,56,18,1,37,0.46224914504468684,91.99143004050097,1,1
starter,monthly,retail,latam,429.52,109,71,3,44,0.8518639485074252,34.62933658974752,0,1
starter,annual,fintech,north_america,2071.24,442,6,3,40,0.6453570511329747,23.768988606974794,2,0
growth,annual,fintech,europe,906.42,229,36,4,1,0.547356434988236,-4.0328515755969825,1,1
growth,monthly,edtech,europe,1893.77,375,43,5,41,0.5296224764766263,19.635435545239588,1,1
starter,monthly,fintech,north_america,146.92,9,22,5,18,0.9354756411404653,22.035086302552877,1,0
growth,monthly,healthcare,north_america,546.25,54,45,5,6,0.62185518643291,46.2337426239642,0,0
growth,monthly,retail,north_america,591.61,94,75,3,6,0.5292193031667961,13.70153455506927,1,0
growth,monthly,fintech,europe,564.67,41,37,2,30,0.7736195263992213,38.377117083642794,0,0
growth,monthly,edtech,north_america,2420.45,401,45,1,36,0.7253986463362567,29.008516282020363,1,0
starter,annual,edtech,north_america,1546.23,362,79,1,18,0.4421433373535233,51.39443875132803,1,0
growth,annual,logistics,europe,1146.27,177,77,6,27,0.6209443359368928,53.286863395573306,1,0
starter,monthly,fintech,latam,265.79,37,2,6,33,0.29443539960342163,36.0061874326653,2,1
starter,annual,retail,north_america,263.02,50,61,2,18,0.6139787541632487,46.35965969305736,3,0
starter,monthly,logistics,europe,406.28,120,71,0,37,0.6765567960794484,54.96555359376319,1,0
growth,monthly,retail,europe,926.69,327,79,4,13,0.7006157046934339,40.89594874872704,1,0
starter,annual,edtech,latam,709.03,361,67,4,11,0.44009529800393293,34.666862650250366,1,1
starter,monthly,retail,north_america,516.86,244,7,3,21,0.4870609229513656,37.82109880897257,2,0
growth,monthly,healthcare,latam,1351.16,408,63,1,22,0.6645309868183193,66.68010266621256,0,0
starter,annual,healthcare,north_america,912.37,417,71,3,14,0.8450868909163556,30.702976419909454,1,1
starter,monthly,edtech,latam,683.9,346,44,3,14,0.6365716233145369,45.49475965473724,2,0
starter,annual,fintech,north_america,244.66,38,2,3,13,0.5195406989155267,11.768976429979029,1,0
starter,monthly,logistics,latam,1242.76,400,16,4,20,0.7946402855017747,64.02174880264279,1,0
starter,annual,retail,europe,2347.41,409,23,2,31,0.6432363288258351,38.788591799959455,1,0
starter,monthly,fintech,europe,1154.1,253,72,4,13,0.6521721976045929,19.71167753073842,1,0
starter,monthly,edtech,europe,1518.11,270,11,4,30,0.7635885342720594,26.3179172427538,0,1
growth,monthly,retail,north_america,966.42,351,62,5,15,0.602665466083267,22.758605751021406,0,0
enterprise,annual,healthcare,north_america,1880.18,267,15,6,8,0.4519833770789373,28.11933842063047,0,1
growth,monthly,logistics,latam,1070.52,156,70,5,12,0.5921746816950099,33.03434115235892,1,0
growth,annual,edtech,north_america,1596.56,314,1,2,36,0.8201847153397498,23.277492785372623,2,0
enterprise,monthly,retail,north_america,2240.9,353,20,2,13,0.9606812321973078,-10.11283701070705,2,1
enterprise,monthly,logistics,europe,1520.95,66,9,1,29,0.4006273137392822,70.58591875925333,2,1
growth,monthly,retail,north_america,1420.57,306,47,2,26,0.9147050273328042,34.39110193436441,3,1
enterprise,monthly,retail,north_america,1613.26,80,65,4,31,0.5539572504311575,34.50950804182812,3,0
enterprise,annual,healthcare,latam,2155.53,259,35,5,27,0.6236824062296449,26.84738212879734,4,1
growth,monthly,fintech,europe,545.41,51,45,3,44,0.925976500752162,49.79315727731721,1,1
growth,annual,retail,latam,1570.54,446,54,3,41,0.5462533180115511,29.157097763578896,3,1
starter,monthly,retail,north_america,646.81,301,38,7,14,0.570608552081231,20.537505603536793,2,1
starter,monthly,edtech,latam,428.32,212,63,5,17,0.5042980951111125,22.071861150461206,2,1
growth,monthly,retail,europe,954.29,228,24,1,16,0.6268171195130213,58.03145606398658,1,0
growth,annual,retail,north_america,1716.35,279,15,4,29,0.6761170547436749,32.85731885460375,1,1
starter,annual,logistics,latam,264.41,58,16,1,21,0.496326466769532,27.15697680266437,1,1
growth,monthly,logistics,latam,1460.99,230,15,3,43,0.8810648919475489,17.54916187067525,2,1
growth,annual,healthcare,latam,2113.9,323,4,5,32,0.4854810313385708,20.30739099257378,3,1
growth,monthly,logistics,north_america,732.7,119,4,2,20,0.709711423719775,53.93527670995364,1,1
starter,monthly,edtech,europe,802.56,217,5,1,14,0.6247781624591894,6.008054397556958,1,0
starter,annual,fintech,north_america,834.87,150,14,5,35,0.8438700350866757,44.0727360474849,3,1
growth,monthly,healthcare,north_america,625.82,74,53,2,37,0.4752923977352255,44.95883058083249,2,1
growth,annual,healthcare,north_america,2473.5,440,20,3,43,0.7230559177478401,33.17510469612948,1,1
enterprise,annual,edtech,latam,2350.46,267,49,5,24,1.0,23.44261759748867,1,0
enterprise,annual,retail,north_america,1733.66,178,7,2,35,0.3605094117909684,-7.5686513799224855,0,1
enterprise,annual,retail,europe,1828.66,154,67,5,39,0.4578944947460804,43.93938038387091,2,0
starter,monthly,edtech,europe,592.27,306,30,5,3,0.9951150793014639,-10.281388370115428,1,0
starter,annual,healthcare,north_america,277.77,51,37,2,6,0.5958501897416029,32.00401798638117,1,1
starter,monthly,retail,europe,574.65,256,57,3,8,0.6404467557911426,29.250189365345626,1,0
growth,monthly,logistics,europe,738.18,105,83,3,10,0.5601922598364257,46.43267988862604,0,0
enterprise,monthly,logistics,north_america,3099.46,400,66,2,13,0.9177530832458173,6.502852272126503,0,0
starter,monthly,edtech,latam,854.61,353,34,2,0,0.32955224879324657,5.316261725011284,1,1
growth,annual,healthcare,europe,1399.76,341,29,1,30,0.8426660501660385,40.83008992811151,0,0
starter,annual,fintech,europe,349.56,68,29,1,27,0.35404864246817674,23.90065351500839,1,1
starter,monthly,healthcare,latam,189.01,39,7,4,30,0.33794920055800853,-20.410664860110263,0,1
starter,monthly,retail,europe,436.77,207,29,6,35,0.42434491906056493,27.851091054119895,2,0
starter,annual,healthcare,latam,341.43,161,64,5,6,0.5969893336994679,71.38594596073334,1,0
enterprise,monthly,logistics,north_america,2022.09,326,23,3,14,0.49142263922705043,41.16685423979228,1,0
starter,annual,edtech,north_america,974.42,321,33,4,20,0.4807479046629474,-0.45423879201583794,0,1
growth,annual,retail,latam,953.61,180,6,1,11,0.4530343816512066,39.27230660183374,0,0
growth,monthly,healthcare,north_america,716.02,75,21,3,18,0.4561475959961082,51.58710557716891,0,1
starter,monthly,retail,north_america,564.34,147,6,9,20,0.45208832884124567,-13.400627106088633,2,0
starter,monthly,retail,north_america,517.13,228,40,2,31,0.6622750566023944,21.101255798208975,1,0
growth,monthly,edtech,europe,674.5,116,25,4,9,0.5055370565670468,59.18897156068798,2,1
starter,monthly,fintech,latam,493.98,145,81,5,11,0.14026421213674187,-8.581037337111926,1,1
enterprise,monthly,logistics,north_america,1615.75,110,49,1,12,0.6132872668590922,21.281383686321526,2,0
starter,monthly,fintech,north_america,225.92,31,31,2,10,0.7548951677591672,22.835905493037032,1,0
growth,monthly,healthcare,north_america,756.05,271,45,6,37,0.5698133252449106,18.02711424223961,1,0
growth,monthly,logistics,north_america,1988.43,448,80,5,26,0.39305780178679445,61.020412331634446,2,0
starter,annual,healthcare,latam,1162.6,428,15,5,36,0.7541059371310905,57.33482409624087,1,1
starter,monthly,fintech,north_america,1999.24,418,22,5,3,0.37294217414998265,20.740909398230478,2,0
enterprise,annual,edtech,europe,2046.39,297,46,3,31,0.5621882786258577,3.589192999030127,0,0
